test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,30,first1,i,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,31,first1,if,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,32,first1,not,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,33,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,34,first1,alice,1024,1024,1,938.0,0.7251953125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,35,first1,on,1024,1024,1,917.0,0.7313476562500001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,36,first1,which,1024,1024,1,749.0,0.78056640625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,37,first1,if,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,38,first1,today,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071603.csv,39,first1,in,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,0,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,1,first1,today,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,2,first1,here,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,3,first1,alice,1024,1024,1,973.0,0.71494140625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,4,first1,which,1024,1024,1,575.0,0.83154296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,5,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,6,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,7,first1,today,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,8,first1,alice,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,9,first1,which,1024,1024,1,998.0,0.7076171875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,10,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,11,first1,today,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,12,first1,7,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,13,first1,complete,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,14,first1,if,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,15,first1,here,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,16,first1,the,1024,1024,1,905.0,0.73486328125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,17,first1,in,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,18,first1,today,1024,1024,1,918.0,0.7310546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,19,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,20,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,21,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,22,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,23,first1,i,1024,1024,1,792.0,0.76796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,24,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,25,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,26,first1,jane,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,27,first1,on,1024,512,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,28,first1,on,1024,1024,1,842.0,0.7533203125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,29,first1,i,1024,1024,1,737.0,0.78408203125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,30,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,31,first1,i,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,32,first1,5,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,33,first1,the,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,34,first1,here,1024,1024,1,858.0,0.7486328125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,35,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,36,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,37,first1,may,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,38,first1,the,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_071950.csv,39,first1,in,256,1024,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,0,first1,if,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,1,first1,today,1024,1024,1,983.0,0.71201171875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,2,first1,alice,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,3,first1,this,256,1024,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,4,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,5,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,6,first1,1,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,7,first1,the,1024,1024,1,932.0,0.7269531250000001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,8,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,9,first1,alice,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,10,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,11,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,12,first1,on,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,13,first1,find,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,14,first1,in,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,15,first1,how,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,16,first1,this,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,17,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,18,first1,consumer,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,19,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,20,first1,here,1024,512,1,940.0,0.724609375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,21,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,22,first1,i,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,23,first1,how,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,24,first1,this,256,1024,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,25,first1,sort,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,26,first1,sort,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,27,first1,here,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,28,first1,the,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,29,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,30,first1,yesterday,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,31,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,32,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,33,first1,alice,1024,1024,1,978.0,0.7134765625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,34,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,35,first1,tomorrow,1024,512,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,36,first1,8,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,37,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,38,first1,how,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072333.csv,39,first1,8,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,0,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,1,first1,today,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,2,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,3,first1,sort,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,4,first1,find,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,5,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,6,first1,on,1024,512,1,713.0,0.79111328125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,7,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,8,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,9,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,10,first1,sort,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,11,first1,on,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,12,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,13,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,14,first1,here,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,15,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,16,first1,in,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,17,first1,find,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,18,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,19,first1,alice,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,20,first1,how,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,21,first1,in,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,22,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,23,first1,here,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,24,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,25,first1,complete,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,26,first1,today,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,27,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,28,first1,sort,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,29,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,30,first1,this,256,1024,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,31,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,32,first1,complete,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,33,first1,consumer,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,34,first1,complete,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,35,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,36,first1,4,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,37,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,38,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_072739.csv,39,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,0,first1,i,1024,512,1,496.0,0.8546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,1,first1,1,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,2,first1,this,256,1024,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,3,first1,if,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,4,first1,jane,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,5,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,6,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,7,first1,complete,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,8,first1,the,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,9,first1,complete,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,10,first1,on,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,11,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,12,first1,in,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,13,first1,on,1024,512,1,462.0,0.8646484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,14,first1,on,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,15,first1,how,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,16,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,17,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,18,first1,how,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,19,first1,this,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,20,first1,this,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,21,first1,today,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,22,first1,i,1024,1024,1,846.0,0.7521484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,23,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,24,first1,here,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,25,first1,the,1024,512,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,26,first1,the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,27,first1,4,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,28,first1,alice,1024,1024,1,843.0,0.75302734375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,29,first1,if,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,30,first1,here,1024,1024,1,597.0,0.82509765625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,31,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,32,first1,the,1024,1024,1,995.0,0.70849609375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,33,first1,here,1024,1024,1,680.0,0.80078125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,34,first1,alice,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,35,first1,which,1024,512,1,792.0,0.76796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,36,first1,which,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,37,first1,if,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,38,first1,false,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073120.csv,39,first1,question,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073536.csv,0,first1,find,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073536.csv,1,first1,the,1024,1024,1,978.0,0.7134765625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073536.csv,2,first1,the,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073536.csv,3,first1,is,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_073536.csv,4,first1,how,256,256,0,256.0,-0.075
