test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,18,first3,the|following|paragraphs,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,19,first3,here|is|a,512,1024,1,499.0,0.85380859375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,20,first3,how|would|a,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,21,first3,sort|the|following,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,22,first3,sort|the|following,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,23,first3,find|a|movie,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,24,first3,is|the|following,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,25,first3,the|following|translations,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,26,first3,alice|bob|claire,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,27,first3,today|david|went,1024,256,0,709.0,-0.20771484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,28,first3,the|following|translations,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,29,first3,today|is|3,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,30,first3,find|a|movie,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,31,first3,on|the|floor,1024,512,0,346.0,-0.1013671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,32,first3,alice|bob|claire,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,33,first3,here|is|a,512,1024,1,375.0,0.89013671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,34,first3,alice|bob|claire,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,35,first3,the|following|paragraphs,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,36,first3,the|following|paragraphs,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,37,first3,find|a|movie,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,38,first3,if|you|follow,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070503.csv,39,first3,which|statement|is,1024,1024,1,367.0,0.89248046875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,0,first4,here|is|a|table,512,1024,1,367.0,0.89248046875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,1,first4,the|following|paragraphs|each,512,512,1,389.0,0.88603515625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,2,first4,question|jim|tells|the,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,3,first4,here|comes|a|perfectly,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,4,first4,is|the|following|sentence,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,5,first4,how|would|a|typical,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,6,first4,sort|the|following|words,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,7,first4,false|or|not|false,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,8,first4,it|is|not|always,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,9,first4,complete|the|rest|of,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,10,first4,which|of|the|following,1024,1024,1,374.0,0.8904296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,11,first4,on|the|table|i,1024,1024,1,243.0,0.92880859375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,12,first4,alice|bob|and|claire,1024,512,1,443.0,0.87021484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,13,first4,question|audrie|lies|sherrie,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,14,first4,not|false|or|true,1024,256,0,327.0,-0.09580078125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,15,first4,how|would|a|typical,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,16,first4,the|following|translations|from,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,17,first4,the|following|paragraphs|each,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,18,first4,the|following|paragraphs|each,512,512,1,334.0,0.9021484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,19,first4,on|the|nightstand|you,256,512,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,20,first4,if|you|follow|these,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,21,first4,alice|bob|claire|dave,1024,1024,1,990.0,0.7099609375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,22,first4,in|the|following|sentences,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,23,first4,today|anthony|went|to,1024,1024,1,807.0,0.76357421875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,24,first4,the|following|paragraphs|each,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,25,first4,which|statement|is|sarcastic,1024,256,0,708.0,-0.207421875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,26,first4,complete|the|rest|of,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,27,first4,here|is|a|table,512,1024,1,335.0,0.90185546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,28,first4,which|sentence|has|the,256,512,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,29,first4,alice|bob|claire|dave,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,30,first4,true|and|not|false,1024,256,0,375.0,-0.10986328125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,31,first4,on|the|nightstand|you,256,512,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,32,first4,this|svg|path|element,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,33,first4,sort|the|following|words,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,34,first4,is|the|following|sentence,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,35,first4,in|the|following|sentences,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,36,first4,7|6|2|7,1024,1024,1,708.0,0.792578125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,37,first4,on|the|floor|there,1024,256,0,428.0,-0.125390625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,38,first4,the|following|paragraphs|each,512,512,1,230.0,0.9326171875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070637.csv,39,first4,which|of|the|following,1024,256,0,451.0,-0.13212890624999998
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,0,first4,how|would|a|typical,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,1,first4,which|sentence|has|the,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,2,first4,the|following|translations|from,512,512,1,427.0,0.87490234375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,3,first4,the|following|paragraphs|each,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,4,first4,the|following|paragraphs|each,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,5,first4,here|comes|a|perfectly,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,6,first4,sort|the|following|words,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,7,first4,the|following|paragraphs|each,512,256,1,261.0,0.92353515625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,8,first4,the|following|translations|from,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,9,first4,which|sentence|has|the,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,10,first4,how|would|a|typical,256,256,0,219.0,-0.06416015625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,11,first4,complete|the|rest|of,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,12,first4,i|have|a|microwave,1024,1024,1,383.0,0.88779296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,13,first4,false|and|false|or,1024,256,0,490.0,-0.1435546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,14,first4,question|vernell|lies|conception,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,15,first4,alice|bob|and|claire,1024,1024,1,586.0,0.8283203125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,16,first4,the|following|paragraphs|each,512,1024,1,512.0,0.85
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,17,first4,7|8|1|3,1024,512,1,546.0,0.8400390625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,18,first4,the|following|paragraphs|each,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,19,first4,alice|bob|claire|dave,1024,1024,1,667.0,0.80458984375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,20,first4,if|you|follow|these,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,21,first4,alice|bob|claire|dave,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,22,first4,complete|the|rest|of,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,23,first4,this|svg|path|element,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,24,first4,which|statement|is|sarcastic,512,1024,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,25,first4,the|following|paragraphs|each,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,26,first4,how|would|a|typical,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,27,first4,which|of|the|following,1024,1024,1,424.0,0.87578125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,28,first4,this|svg|path|element,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,29,first4,complete|the|rest|of,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,30,first4,sort|the|following|words,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,31,first4,if|you|follow|these,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,32,first4,this|svg|path|element,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,33,first4,sort|the|following|words,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,34,first4,find|a|movie|similar,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,35,first4,if|you|follow|these,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,36,first4,which|of|the|following,1024,1024,1,641.0,0.81220703125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,37,first4,alice|bob|and|claire,1024,256,0,604.0,-0.176953125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,38,first4,here|comes|a|perfectly,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070804.csv,39,first4,here|is|a|table,512,512,1,365.0,0.89306640625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,0,first2,5|4,1024,1024,1,519.0,0.84794921875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,1,first2,4|1,1024,1024,1,627.0,0.81630859375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,2,first2,how|would,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,3,first2,here|comes,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,4,first2,this|svg,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,5,first2,which|of,1024,1024,1,451.0,0.86787109375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,6,first2,this|svg,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,7,first2,alice|bob,1024,512,1,487.0,0.85732421875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,8,first2,jane|booked,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,9,first2,alice|bob,1024,1024,1,701.0,0.79462890625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,10,first2,the|following,512,256,0,306.0,-0.0896484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,11,first2,sort|the,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,12,first2,i|have,512,512,1,325.0,0.90478515625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,13,first2,here|is,1024,256,0,409.0,-0.11982421874999999
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,14,first2,the|following,512,512,1,479.0,0.85966796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,15,first2,the|following,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,16,first2,the|following,512,256,0,388.0,-0.11367187499999999
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,17,first2,which|statement,1024,512,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,18,first2,which|sentence,1024,256,0,847.0,-0.24814453125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,19,first2,if|you,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,20,first2,how|would,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,21,first2,is|titanium,1024,256,0,595.0,-0.17431640625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,22,first2,2|6,1024,512,1,488.0,0.85703125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,23,first2,today|leslie,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,24,first2,here|is,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,25,first2,false|or,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,26,first2,question|millicent,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,27,first2,which|of,1024,1024,1,979.0,0.71318359375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,28,first2,the|following,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,29,first2,today|s,1024,256,0,411.0,-0.12041015625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,30,first2,the|following,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,31,first2,which|sentence,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,32,first2,is|the,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,33,first2,yesterday|was,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,34,first2,in|the,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,35,first2,alice|bob,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,36,first2,alice|bob,1024,256,0,370.0,-0.1083984375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,37,first2,alice|bob,1024,512,1,479.0,0.85966796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,38,first2,today|anthony,1024,1024,1,769.0,0.77470703125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_070936.csv,39,first2,the|following,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,0,first4,jane|got|her|job,1024,1024,1,761.0,0.77705078125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,1,first4,alice|bob|claire|dave,1024,256,0,663.0,-0.19423828125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,2,first4,i|have|three|oranges,1024,256,1,263.0,0.92294921875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,3,first4,which|of|the|following,1024,1024,1,680.0,0.80078125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,4,first4,on|the|desk|there,1024,512,0,763.0,-0.22353515625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,5,first4,the|following|paragraphs|each,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,6,first4,in|the|following|sentences,1024,512,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,7,first4,alice|bob|and|claire,1024,1024,1,614.0,0.8201171875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,8,first4,8|1|8|3,1024,1024,1,527.0,0.84560546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,9,first4,is|fred|a|cousin,1024,256,0,782.0,-0.2291015625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,10,first4,today|jason|went|to,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,11,first4,which|of|the|following,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,12,first4,how|would|a|typical,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,13,first4,which|of|the|following,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,14,first4,the|following|paragraphs|each,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,15,first4,which|sentence|has|the,1024,256,0,536.0,-0.15703124999999998
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,16,first4,alice|bob|and|claire,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,17,first4,on|the|nightstand|there,1024,256,1,209.0,0.93876953125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,18,first4,i|have|a|goat,1024,512,1,221.0,0.93525390625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,19,first4,alice|bob|and|claire,1024,256,0,671.0,-0.19658203124999998
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,20,first4,the|following|translations|from,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,21,first4,the|following|translations|from,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,22,first4,the|following|translations|from,512,256,0,444.0,-0.130078125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,23,first4,on|the|nightstand|you,512,256,0,412.0,-0.120703125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,24,first4,find|a|movie|similar,1024,512,1,436.0,0.872265625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,25,first4,is|the|following|sentence,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,26,first4,the|following|paragraphs|each,512,256,0,512.0,-0.15
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,27,first4,may|6|1992|is,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,28,first4,today|richard|went|to,1024,256,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,29,first4,the|following|translations|from,512,512,1,468.0,0.862890625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,30,first4,alice|bob|and|claire,1024,256,0,611.0,-0.17900390624999998
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,31,first4,this|svg|path|element,256,256,0,256.0,-0.075
/workspace/nips-adathink/results/per_sample_bbh_Qwen3_8B_20260320_071052.csv,32,first4,here|is|a|table,512,256,1,171.0,0.94990234375
