test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,27,first3,my|wife|wants,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,28,first3,ron|is|fed,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,29,first3,jim|has|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,30,first3,there|are|27,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,31,first3,dolly|has|two,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,32,first3,john|decides|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,33,first3,maria|buys|8,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,34,first3,jenna|starts|out,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,35,first3,the|cheese|pizza,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,36,first3,a|regular|box,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,37,first3,mason|is|on,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,38,first3,nick|had|twice,256,256,1,268.0,0.921484375
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_152431.csv,39,first3,sunny|is|selling,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,0,first3,mark|is|a,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,1,first3,in|one|hour,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,2,first3,kira|bought|3,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,3,first3,teresa|sells|large,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,4,first3,mark|took|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,5,first3,the|bakers|at,256,256,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,6,first3,bud|makes|homemade,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,7,first3,robert|had|3,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,8,first3,a|farmer|is,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,9,first3,tom|plants|10,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,10,first3,bahati|azibo|and,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,11,first3,jillian|s|handbag,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,12,first3,a|robe|takes,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,13,first3,jim|is|making,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,14,first3,there|are|forty,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,15,first3,out|of|the,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,16,first3,while|joanne|is,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,17,first3,may|is|getting,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,18,first3,jill|gets|paid,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,19,first3,joe|s|bag,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,20,first3,a|stickler|for,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,21,first3,a|train|travels,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,22,first3,emil|is|19,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,23,first3,adam|went|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,24,first3,three|teenagers|are,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,25,first3,a|three|toed,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,26,first3,sophia|is|thinking,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,27,first3,juan|wants|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,28,first3,manolo|bought|five,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,29,first3,martha|s|cat,256,256,1,285.0,0.91650390625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,30,first3,johnny|took|his,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,31,first3,mary|is|two,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,32,first3,cars|have|lined,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,33,first3,jame|will|turn,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,34,first3,six|years|ago,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,35,first3,billy|is|volunteering,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,36,first3,dale|is|selling,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,37,first3,lani|baked|55,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,38,first3,the|marching|band,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_154356.csv,39,first3,david|and|dasha,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,0,first3,mico|and|marco,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,1,first3,the|glee|club,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,2,first3,mary|is|an,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,3,first3,amy|is|taking,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,4,first3,there|are|30,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,5,first3,annika|brought|50,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,6,first3,mr|hezekiah|had,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,7,first3,for|the|children,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,8,first3,colorado|city|uses,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,9,first3,boris|has|100,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,10,first3,josie|grows|grapes,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,11,first3,shannon|makes|her,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,12,first3,jeff|and|brad,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,13,first3,rose|bought|five,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,14,first3,the|rainstorm|flooded,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,15,first3,micheal|loves|riding,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,16,first3,john|collects|garbage,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,17,first3,at|a|restaurant,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,18,first3,ricardo|grows|tomatoes,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,19,first3,sasha|notices|that,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,20,first3,richard|lives|in,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,21,first3,geb|is|10,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,22,first3,raymond|had|21,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,23,first3,twenty|dozen|cups,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,24,first3,chase|and|rider,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,25,first3,dr|hugo|grumpus,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,26,first3,the|zookeeper|feeds,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,27,first3,a|family|of,256,128,1,266.0,0.9220703125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,28,first3,marilyn|wants|to,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,29,first3,a|bag|of,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,30,first3,rayna|has|60,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,31,first3,a|dvd|can,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,32,first3,tyrion|changes|his,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,33,first3,derrick|has|a,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,34,first3,tim|decides|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,35,first3,in|a|neighborhood,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,36,first3,henry|needs|to,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,37,first3,john|buys|milk,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,38,first3,if|sam|and,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260227_192225.csv,39,first3,isabelle|bought|party,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,0,first3,manny|signed|up,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,1,first3,peter|has|70,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,2,first3,the|ice|cream,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,3,first3,alicia|s|clothes,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,4,first3,mark|works|at,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,5,first3,90|single|use,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,6,first3,ronnie|was|given,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,7,first3,mr|maxim|works,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,8,first3,two|sports|coaches,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,9,first3,every|day|wendi,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,10,first3,at|a|certain,256,256,1,263.0,0.92294921875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,11,first3,melissa|is|summoned,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,12,first3,ted|the|t,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,13,first3,alice|has|6,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,14,first3,in|one|hour,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,15,first3,andy|works|in,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,16,first3,joey|has|214,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,17,first3,mary|buys|3,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,18,first3,walter|bought|60,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,19,first3,karan|borrowed|3,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,20,first3,artie|has|a,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,21,first3,robert|is|building,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,22,first3,marcel|runs|a,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,23,first3,henry|and|3,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,24,first3,stephen|borrowed|300,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,25,first3,while|working|at,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,26,first3,it|costs|194,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,27,first3,a|restaurant|has,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,28,first3,morisette|and|kael,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,29,first3,marissa|is|hiking,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,30,first3,courtney|attended|a,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,31,first3,an|apple|orchard,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,32,first3,a|hand|painted,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,33,first3,in|the|first,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,34,first3,a|tower|is,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,35,first3,a|hotel|in,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,36,first3,a|pen|costs,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,37,first3,regina|wrote|9,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,38,first3,antoine|s|french,256,256,1,261.0,0.92353515625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_050913.csv,39,first3,uriah|s|book,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,0,first3,hannah|slips|on,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,1,first3,gene|is|sewing,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,2,first3,an|air|conditioner,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,3,first3,raymond|had|21,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,4,first3,vicki|is|planning,256,256,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,5,first3,lee|rears|only,256,128,0,288.0,-0.08437499999999999
